"Grupa paragrafów";"Rodzaj finansowania wydatków";"Plan po zmianach";"Zaangażowanie";"Wykonanie wydatków";"Zobowiązania ogółem";"Zobowiązania wymagalne powstałe w latach ubiegłych";"Zobowiązania wymagalne powstałe w roku bieżącym";"Wydatki które nie wygasły z upływem bieżącego roku budżetowego"
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4000;2995;2995;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";27254;4946;4946;0;0;0;0
"";"";18562345801;18280764953;18280759742;529855201;0;66985;0
"";"";2718202940;2718198995;2718198995;158168258;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";3731228;3731198;3731198;22452;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";583531;583520;583520;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";302368;302365;302365;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";169579129;169576069;169576069;547334;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";130247;130242;130242;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";200382220;200382167;200382167;2359445;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15036726;15036682;15036682;14030200;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1750016542;1750016511;1750016511;207970;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";132499204;132499149;132499149;11519;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";130190913;130190880;130190880;135787389;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";58900;58900;58900;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";56233123;56233119;56233119;4110027;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6039567;6039541;6039541;457397;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3705157;3705155;3705155;4601;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2822005;2821998;2821998;764;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7819444;7819411;7819411;26603;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";49531378;49531279;49531279;7124;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";301002;300986;300986;2405;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";570993;570982;570982;24;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15265827;15265770;15265770;3891;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2177506;2177490;2177490;39316;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";128580445;128580328;128580328;434366;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";467262;467238;467238;1426;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1383;1382;1382;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4272;4271;4271;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2113;2111;2111;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";82632;82631;82631;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";23164913;23164819;23164819;104408;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1059608;1059608;1059608;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";101061;101059;101059;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";8287236;8287210;8287210;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2557085;2557083;2557083;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1263;1263;1263;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";31;25;25;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;3000;3000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";57563;57559;57559;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";66865;66864;66864;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1992;1992;1992;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";31072;31067;31067;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";438989;438981;438981;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1582771;1582749;1582749;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4570050;4570020;4570020;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";164324;164318;164318;9599;0;0;0
"";"";1231047333;1231046959;1231046959;72019688;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";2451588;2451581;2451581;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";262958;262953;262953;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";85186;85186;85186;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";73061854;73061843;73061843;460290;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";11414;11413;11413;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";1195655;1195653;1195653;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";131455566;131455552;131455552;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10074162;10074147;10074147;9589000;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";724712301;724712292;724712292;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";55195199;55195188;55195188;6038;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";57175831;57175819;57175819;56931443;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";24527900;24527895;24527895;2441940;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3130513;3130510;3130510;282348;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2998619;2998619;2998619;130;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1879354;1879352;1879352;15027;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3994343;3994335;3994335;43133;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";21103045;21102856;21102856;3952;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";62002;61998;61998;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";218704;218700;218700;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5229925;5229913;5229913;1200;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";891498;891491;891491;24318;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";88255398;88255376;88255376;2107682;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";78255;78255;78255;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";160942;160941;160941;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13881;13881;13881;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3594;3593;3593;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";39572;39572;39572;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10789832;10789825;10789825;106373;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4621742;4621741;4621741;6391;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";8576;8576;8576;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4861025;4861019;4861019;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1070215;1070214;1070214;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";72;72;72;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7363;7362;7362;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";33224;33223;33223;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5307;5306;5306;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3800;3799;3799;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";122536;122536;122536;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";471898;471893;471893;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";776924;776920;776920;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3780;3779;3779;424;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1780;1780;1780;0;0;0;0
"";"";479238809;479238730;479238730;27114011;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";890350;890347;890347;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";105913;105911;105911;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";176794;176794;176794;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";29428180;29428177;29428177;8585;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";17056;17056;17056;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";43228934;43228927;43228927;86952;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3023699;3023693;3023693;3287422;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";283850295;283850294;283850294;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22423020;22423017;22423017;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22382722;22382720;22382720;22468397;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9123027;9123025;9123025;618926;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1012141;1012139;1012139;76122;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";679865;679865;679865;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";246760;246760;246760;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1383566;1383564;1383564;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11295873;11295862;11295862;865;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";58531;58529;58529;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";67885;67884;67884;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5215;5215;5215;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11564389;11564386;11564386;14802;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";447892;447891;447891;910;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";30622968;30622959;30622959;536104;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";342;342;342;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3223477;3223473;3223473;14587;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";278538;278537;278537;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";138374;138374;138374;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1798057;1798054;1798054;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";512559;512559;512559;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2;1;1;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19575;19574;19574;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";100000;100000;100000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9335;9334;9334;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18452;18451;18451;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";515497;515493;515493;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";584785;584783;584783;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4741;4740;4740;338;0;0;0
"";"";6672388934;6396678131;6396677339;5298747;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13;0;0;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";182001;0;0;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";95043;95043;95043;0;0;0;0
