"Część";"Numer części";"Część";"Numer części";"Dział";"Numer działu";"Rozdział";"Numer rozdziału";"Dotacje i subwencje";"Świadczenia na rzecz osób fizycznych";"Wydatki bieżące jednostek budżetowych";"Wydatki majątkowe";"Wydatki na obsługę długu Skarbu Państwa";"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Środki własne Unii Europejskiej";"Ogółem (w tys. zł.)"
"Budżety wojewodów ogółem";85;"Leśnictwo";20;"";"";"";"";240;0;0;0;0;0;0;240
"Budżety wojewodów ogółem";85;"Leśnictwo";20;"Gospodarka leśna";2001;"";"";240;0;0;0;0;0;0;240
"Budżety wojewodów ogółem";85;"Rybołówstwo i rybactwo";50;"";"";"";"";209;722;18744;267;0;9595;0;29537
"Budżety wojewodów ogółem";85;"Rybołówstwo i rybactwo";50;"Państwowa Straż Rybacka";5003;"";"";0;722;18744;236;0;0;0;19702
"Budżety wojewodów ogółem";85;"Rybołówstwo i rybactwo";50;"Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013";5011;"";"";209;0;0;31;0;9595;0;9835
"Budżety wojewodów ogółem";85;"Przetwórstwo przemysłowe";150;"";"";"";"";1165;0;0;0;0;0;0;1165
"Budżety wojewodów ogółem";85;"Przetwórstwo przemysłowe";150;"Rozwój przedsiębiorczości";15011;"";"";978;0;0;0;0;0;0;978
"Budżety wojewodów ogółem";85;"Przetwórstwo przemysłowe";150;"Pozostała działalność";15095;"";"";187;0;0;0;0;0;0;187
"Budżety wojewodów ogółem";85;"Handel";500;"";"";"";"";0;214;63266;470;0;0;0;63950
"Handel";500;"Budżety wojewodów ogółem";85;"Inspekcja Handlowa";50001;"";"";0;214;63266;470;0;0;0;63950
"Budżety wojewodów ogółem";85;"Transport i łączność";600;"";"";"";"";573994;2006;124969;124634;0;428;0;826031
"Transport i łączność";600;"Budżety wojewodów ogółem";85;"Krajowe pasażerskie przewozy autobusowe";60003;"";"";573994;0;0;0;0;0;0;573994
"Transport i łączność";600;"Budżety wojewodów ogółem";85;"Przejścia graniczne";60031;"";"";0;268;64170;120000;0;428;0;184866
"Transport i łączność";600;"Budżety wojewodów ogółem";85;"Inspejcja Transportu Drogowego";60055;"";"";0;1588;60799;4634;0;0;0;67021
"Transport i łączność";600;"Budżety wojewodów ogółem";85;"Pozostała działalność";60095;"";"";0;150;0;0;0;0;0;150
"Budżety wojewodów ogółem";85;"Gospodarka mieszkaniowa";700;"";"";"";"";36051;29;7987;3020;0;0;0;47087
"Budżety wojewodów ogółem";85;"Gospodarka mieszkaniowa";700;"Gospodarka gruntami nieruchomościami";70005;"";"";36039;29;7982;3020;0;0;0;47070
"Budżety wojewodów ogółem";85;"Gospodarka mieszkaniowa";700;"Pozostała działalność";70095;"";"";12;0;5;0;0;0;0;17
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"";"";"";"";211891;158;42543;1708;0;0;0;256300
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Jednostki organizacji i nadzoru inwestycyjnego";71002;"";"";0;0;33;0;0;0;0;33
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Plany zagospodarowania przestrzennego";71004;"";"";0;8;359;0;0;0;0;367
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Prace geologiczne (nieinwestycyjne)";71005;"";"";376;0;0;0;0;0;0;376
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Ośrodki dokumentacji geodezyjnej i kartograficznej";71012;"";"";9830;0;0;0;0;0;0;9830
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Prace geodezyjne i kartograficzne";71013;"";"";34165;46;1363;0;0;0;0;35574
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Opracowania geodezyjne i kartograficzne";71014;"";"";5939;0;565;10;0;0;0;6514
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Nadzór budowlany";71015;"";"";153531;104;40016;1118;0;0;0;194769
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Cmentarze";71035;"";"";6633;0;150;0;0;0;0;6783
"Budżety wojewodów ogółem";85;"Działalność usługowa";710;"Pozostała działalność";71095;"";"";1417;0;57;580;0;0;0;2054
"Budżety wojewodów ogółem";85;"Informatyka";720;"";"";"";"";0;2;1580;0;0;0;0;1582
"Informatyka";720;"Budżety wojewodów ogółem";85;"Zakłady techniki obliczeniowej";72001;"";"";0;2;1580;0;0;0;0;1582
"Budżety wojewodów ogółem";85;"Nauka";730;"";"";"";"";72;0;0;0;0;0;0;72
"Budżety wojewodów ogółem";85;"Nauka";730;"Pozostała działalność";73095;"";"";72;0;0;0;0;0;0;72
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"";"";"";"";411400;1382;692601;29370;0;43622;0;1178375
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"Urzędy wojewódzkie";75011;"";"";393810;1263;687508;28570;0;43622;0;1154773
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"Urzędy marszałkowskie";75018;"";"";1061;0;0;0;0;0;0;1061
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"Urzędy gmin (miast i miast na prawach powiatu)";75023;"";"";23;0;0;0;0;0;0;23
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"Kwalifikacja wojskowa";75045;"";"";15194;22;3716;0;0;0;0;18932
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"Komisje egzaminacyjne";75046;"";"";403;5;537;0;0;0;0;945
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"Przygotowanie i sprawowanie przewodnictwa w Radzie UE";75076;"";"";0;0;0;800;0;0;0;800
"Budżety wojewodów ogółem";85;"Administracja publiczna";750;"Pozostała działalność";75095;"";"";909;92;840;0;0;0;0;1841
"Budżety wojewodów ogółem";85;"Obrona narodowa";752;"";"";"";"";910;40;6227;1672;0;0;0;8849
"Budżety wojewodów ogółem";85;"Obrona narodowa";752;"Pozostałe wydatki obronne";75212;"";"";910;40;6227;1672;0;0;0;8849
"Budżety wojewodów ogółem";85;"Bezpieczeństwo publiczne i ochrona przeciwpożarowa";754;"";"";"";"";1849910;4876;148865;32778;0;40494;0;2076923
"Budżety wojewodów ogółem";85;"Bezpieczeństwo publiczne i ochrona przeciwpożarowa";754;"Komendy wojewódzkie Państwowej Straży Pożarnej";75410;"";"";0;4876;140765;4787;0;30527;0;180955
"Budżety wojewodów ogółem";85;"Bezpieczeństwo publiczne i ochrona przeciwpożarowa";754;"Komendy powiatowe Państwowej Straży Pożarnej";75411;"";"";1848755;0;0;26563;0;9967;0;1885285
"Budżety wojewodów ogółem";85;"Bezpieczeństwo publiczne i ochrona przeciwpożarowa";754;"Obrona cywilna";75414;"";"";1155;0;5859;828;0;0;0;7842
"Budżety wojewodów ogółem";85;"Bezpieczeństwo publiczne i ochrona przeciwpożarowa";754;"Zarządzanie kryzysowe";75421;"";"";0;0;2026;600;0;0;0;2626
"Budżety wojewodów ogółem";85;"Bezpieczeństwo publiczne i ochrona przeciwpożarowa";754;"Pozostała działalność";75495;"";"";0;0;215;0;0;0;0;215
"Budżety wojewodów ogółem";85;"Różne rozliczenia";758;"";"";"";"";39278;0;14261;1800;0;0;0;55339
"Budżety wojewodów ogółem";85;"Różne rozliczenia";758;"Różne rozliczenia finansowe";75814;"";"";39278;0;0;0;0;0;0;39278
"Budżety wojewodów ogółem";85;"Różne rozliczenia";758;"Rezerwy ogólne i celowe";75818;"";"";0;0;14201;1800;0;0;0;16001
"Budżety wojewodów ogółem";85;"Różne rozliczenia";758;"Prywatyzacja";75820;"";"";0;0;60;0;0;0;0;60
"Budżety wojewodów ogółem";85;"Oświata i wychowanie";801;"";"";"";"";80;6227;163569;146;0;231;0;170253
"Budżety wojewodów ogółem";85;"Oświata i wychowanie";801;"Kuratoria oświaty";80136;"";"";0;122;150557;146;0;197;0;151022
"Budżety wojewodów ogółem";85;"Oświata i wychowanie";801;"Dokształcanie i doskonalenie nauczycieli";80146;"";"";0;0;5934;0;0;0;0;5934
"Budżety wojewodów ogółem";85;"Oświata i wychowanie";801;"Pozostała działalność";80195;"";"";80;6105;7078;0;0;34;0;13297
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"";"";"";"";2861110;7578;807086;5627;0;617;0;3682018
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Lecznictwo psychiatryczne";85120;"";"";35;0;0;0;0;0;0;35
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Inspekcja Sanitarna";85132;"";"";0;796;770475;4711;0;617;0;776599
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Inspekcja Farmaceutyczna";85133;"";"";0;17;23678;206;0;0;0;23901
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Ratownictwo Medyczne";85141;"";"";1787607;0;78;600;0;0;0;1788285
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Centra zdrowia publicznego";85147;"";"";20;6;8923;110;0;0;0;9059
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Zapobieganie i zwalczanie AIDS";85152;"";"";121;0;61;0;0;0;0;182
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Zwalczenie narkomanii";85153;"";"";70;0;4;0;0;0;0;74
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Przeciwdziałanie alkoholizmowi";85154;"";"";30;0;0;0;0;0;0;30
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego";85156;"";"";1071249;0;0;0;0;0;0;1071249
"Budżety wojewodów ogółem";85;"Ochrona zdrowia";851;"Pozostała działalność";85195;"";"";1978;6759;3867;0;0;0;0;12604
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"";"";"";"";12491233;9;35;385;0;331;0;12491993
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Placówki opiekuńczo-wychowawcze";85201;"";"";64;0;0;0;0;0;0;64
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Domy pomocy społecznej";85202;"";"";947473;0;0;0;0;0;0;947473
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Ośrodki wsparcia";85203;"";"";266763;0;0;385;0;0;0;267148
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Rodziny zastępcze";85204;"";"";54;0;0;0;0;0;0;54
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Zadania w zakresie przeciwdziałania przemocy w rodzinie";85205;"";"";16132;0;0;0;0;0;0;16132
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Świadczenia rodzinne, świadczeniz funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego";85212;"";"";9270038;0;0;0;0;0;0;9270038
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej, niektóre świadczenia rodzinne oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej";85213;"";"";81764;0;0;0;0;0;0;81764
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Zasiłki i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe";85214;"";"";467704;0;0;0;0;331;0;468035
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Zasiłki stałe";85216;"";"";557186;0;0;0;0;0;0;557186
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Ośrodki pomocy społecznej";85219;"";"";447939;0;0;0;0;0;0;447939
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Jednostki specjalistycznego poradnictwa, mieszkania chronione i ośrodki interwencji kryzysowej";85220;"";"";186;0;0;0;0;0;0;186
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Ośrodki adopcyjno-opiekuńcze";85226;"";"";366;0;0;0;0;0;0;366
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Usługi opiekuńcze i specjalistyczne usługi opiekuńcze";85228;"";"";71061;0;0;0;0;0;0;71061
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Pomoc dla cudzoziemców";85231;"";"";7783;0;0;0;0;0;0;7783
"Budżety wojewodów ogółem";85;"Pomoc społeczna";852;"Pozostała działalność";85295;"";"";356720;9;35;0;0;0;0;356764
"Budżety wojewodów ogółem";85;"Pozostałe zadania w zakresie polityki społecznej";853;"";"";"";"";64024;3;9622;0;0;0;0;73649
"Pozostałe zadania w zakresie polityki społecznej";853;"Budżety wojewodów ogółem";85;"Zespoły do spraw orzekania o niepełnosprawności";85321;"";"";63470;3;9622;0;0;0;0;73095
"Pozostałe zadania w zakresie polityki społecznej";853;"Budżety wojewodów ogółem";85;"Wojewódzkie urzędy pracy";85332;"";"";554;0;0;0;0;0;0;554
"Budżety wojewodów ogółem";85;"Edukacyjna opieka wychowawcza";854;"";"";"";"";16226;0;12968;0;0;0;0;29194
"Budżety wojewodów ogółem";85;"Edukacyjna opieka wychowawcza";854;"Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży";85412;"";"";16226;0;12968;0;0;0;0;29194
"Budżety wojewodów ogółem";85;"Gospodarka komunalna i ochrona środowiska";900;"";"";"";"";862;268;127324;2376;0;237;0;131067
"Budżety wojewodów ogółem";85;"Gospodarka komunalna i ochrona środowiska";900;"Gospodarka odpadami";90002;"";"";24;0;0;0;0;0;0;24
"Budżety wojewodów ogółem";85;"Gospodarka komunalna i ochrona środowiska";900;"Ochrona powietrza atmosferycznego i klimatu";90005;"";"";747;0;0;0;0;0;0;747
"Budżety wojewodów ogółem";85;"Gospodarka komunalna i ochrona środowiska";900;"Zmniejszenie hałasu i wibracji";90007;"";"";72;0;0;0;0;0;0;72
"Budżety wojewodów ogółem";85;"Gospodarka komunalna i ochrona środowiska";900;"Inspekcja Ochrony Środowiska";90014;"";"";0;268;127294;2376;0;237;0;130175
"Budżety wojewodów ogółem";85;"Gospodarka komunalna i ochrona środowiska";900;"Pozostała działalność";90095;"";"";19;0;30;0;0;0;0;49
"Budżety wojewodów ogółem";85;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";26541;84;53797;370;0;0;0;80792
"Budżety wojewodów ogółem";85;"Kultura i ochrona dziedzictwa narodowego";921;"Ochrona zabytków i opieka nad zabytkami";92120;"";"";26391;0;5093;0;0;0;0;31484
"Budżety wojewodów ogółem";85;"Kultura i ochrona dziedzictwa narodowego";921;"Wojewódzkie Urzędy Ochrony Zabytków ";92121;"";"";150;84;48613;370;0;0;0;49217
"Budżety wojewodów ogółem";85;"Kultura i ochrona dziedzictwa narodowego";921;"Pozostała działalność";92195;"";"";0;0;91;0;0;0;0;91
"Budżety wojewodów ogółem";85;"Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody";925;"";"";"";"";17886;10;0;0;0;0;0;17896
"Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody";925;"Budżety wojewodów ogółem";85;"Parki krajobrazowe";92502;"";"";17735;0;0;0;0;0;0;17735
"Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody";925;"Budżety wojewodów ogółem";85;"Rezerwaty i pomniki przyrody";92503;"";"";151;0;0;0;0;0;0;151
"Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody";925;"Budżety wojewodów ogółem";85;"Pozostała działalność";92595;"";"";0;10;0;0;0;0;0;10
"Samorządowe kolegia odwoławcze ogółem";86;"";"";"";"";"";"";0;102;103031;2188;0;28;0;105349
"Samorządowe kolegia odwoławcze ogółem";86;"Administracja publiczna";750;"";"";"";"";0;102;103031;2188;0;28;0;105349
"Samorządowe kolegia odwoławcze ogółem";86;"Administracja publiczna";750;"Samorządowe kolegia odwoławcze";75016;"";"";0;102;103031;2188;0;28;0;105349
"Powszechne jednostki organizacyjne prokuratury";88;"";"";"";"";"";"";0;180585;1504088;40745;0;0;0;1725418
"Powszechne jednostki organizacyjne prokuratury";88;"Obowiązkowe ubezpieczenia społeczne";753;"";"";"";"";0;177790;0;0;0;0;0;177790
"Obowiązkowe ubezpieczenia społeczne";753;"Powszechne jednostki organizacyjne prokuratury";88;"Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne";75302;"";"";0;177790;0;0;0;0;0;177790
"Powszechne jednostki organizacyjne prokuratury";88;"Wymiar sprawiedliwości";755;"";"";"";"";0;2795;1504088;40745;0;0;0;1547628
"Wymiar sprawiedliwości";755;"Powszechne jednostki organizacyjne prokuratury";88;"Jednostki powszechne prokuratury";75505;"";"";0;2795;1504088;40745;0;0;0;1547628
"Ogółem";"Total";"";"";"";"";"";"";147235559;22218064;59173487;15598355;38434500;15028004;15656425;313344394
